               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.013747,           0.0060497,                   0,             0.99987,                   1,               0.995,             0.84561,           0.0086167,           0.0046198,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.014496,           0.0061805,                   0,             0.99985,                   1,               0.995,             0.84219,           0.0086242,            0.004692,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.013935,           0.0061645,                   0,             0.99993,                   1,               0.995,             0.82097,           0.0093353,           0.0049429,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.013616,           0.0059121,                   0,             0.99987,                   1,               0.995,             0.84736,           0.0084807,           0.0046295,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.015039,           0.0061659,                   0,             0.99981,                   1,               0.995,             0.84212,           0.0086755,           0.0047414,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.014466,           0.0062491,                   0,             0.99987,                   1,               0.995,             0.84078,           0.0086891,           0.0046727,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.014413,           0.0063149,                   0,              0.9998,                   1,               0.995,             0.84188,           0.0085565,           0.0046959,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.014309,           0.0061651,                   0,             0.99986,                   1,               0.995,             0.83721,           0.0087431,           0.0046676,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.013348,            0.006217,                   0,             0.99983,                   1,               0.995,             0.84169,            0.008448,           0.0046584,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.013457,           0.0057327,                   0,             0.99988,                   1,               0.995,             0.84277,           0.0084233,           0.0046161,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.013673,           0.0057727,                   0,             0.99984,                   1,               0.995,             0.84129,           0.0086866,           0.0046715,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.012976,           0.0059625,                   0,             0.99985,                   1,               0.995,             0.84601,           0.0086793,           0.0046016,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.013561,           0.0057144,                   0,             0.99978,                   1,               0.995,             0.83665,           0.0086904,           0.0046601,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.013617,           0.0060191,                   0,             0.99988,                   1,               0.995,             0.82816,           0.0092323,           0.0048892,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.013404,           0.0056336,                   0,             0.99988,                   1,               0.995,             0.84381,           0.0085414,            0.004617,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.012857,            0.005731,                   0,             0.99985,                   1,               0.995,             0.83758,           0.0086123,           0.0047524,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.013415,           0.0055822,                   0,             0.99985,                   1,               0.995,             0.83972,           0.0085288,           0.0045927,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.012844,           0.0057671,                   0,             0.99983,                   1,               0.995,             0.84394,           0.0085385,           0.0046213,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.013525,           0.0060763,                   0,             0.99989,                   1,               0.995,             0.84088,           0.0084827,           0.0046616,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.012747,           0.0057174,                   0,             0.99989,                   1,               0.995,             0.84193,           0.0085658,            0.004634,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.014103,           0.0058808,                   0,             0.99985,                   1,               0.995,             0.84482,           0.0084524,           0.0046539,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.014468,           0.0057341,                   0,             0.99988,                   1,               0.995,             0.84441,           0.0084324,            0.004614,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.013401,            0.005624,                   0,             0.99985,                   1,               0.995,             0.84302,           0.0083866,           0.0046321,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.013644,           0.0062226,                   0,             0.99985,                   1,               0.995,             0.85017,           0.0081919,           0.0045389,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.013261,           0.0059428,                   0,             0.99985,                   1,               0.995,             0.85064,           0.0082473,           0.0045632,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.013114,           0.0057412,                   0,             0.99988,                   1,               0.995,              0.8489,            0.008423,           0.0046197,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.013243,           0.0056867,                   0,             0.99989,                   1,               0.995,             0.84203,           0.0085354,           0.0046281,                   0,            0.004258,            0.004258,            0.004258
                 176,             0.01332,           0.0061325,                   0,             0.99989,                   1,               0.995,             0.84614,           0.0085784,           0.0045925,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.014313,           0.0060569,                   0,             0.99989,                   1,               0.995,             0.84959,           0.0082296,           0.0045786,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.013397,           0.0056628,                   0,             0.99989,                   1,               0.995,             0.84784,           0.0084647,           0.0046206,                   0,            0.004159,            0.004159,            0.004159
                 179,             0.01376,            0.006049,                   0,             0.99986,                   1,               0.995,             0.85089,           0.0083054,           0.0045945,                   0,            0.004126,            0.004126,            0.004126
                 180,             0.01432,           0.0060553,                   0,             0.99985,                   1,               0.995,             0.84893,           0.0082274,           0.0045054,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.013957,           0.0060865,                   0,             0.99988,                   1,               0.995,             0.84444,           0.0082082,           0.0045514,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.013105,           0.0060054,                   0,             0.99987,                   1,               0.995,             0.85053,           0.0080791,           0.0045129,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.013569,           0.0058582,                   0,             0.99987,                   1,               0.995,             0.85742,            0.008102,           0.0045656,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.013441,           0.0060687,                   0,             0.99987,                   1,               0.995,               0.851,           0.0081851,           0.0045854,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.013782,           0.0060397,                   0,             0.99982,                   1,               0.995,             0.85303,           0.0082519,           0.0045407,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.012392,            0.005731,                   0,             0.99988,                   1,               0.995,             0.84809,           0.0082615,           0.0045198,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.013191,           0.0055575,                   0,             0.99986,                   1,               0.995,             0.84472,           0.0081678,           0.0045441,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012906,           0.0058068,                   0,              0.9998,                   1,               0.995,             0.84952,           0.0080236,           0.0045378,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.012201,           0.0054218,                   0,             0.99986,                   1,               0.995,             0.84878,           0.0081273,             0.00458,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.013899,           0.0058244,                   0,             0.99987,                   1,               0.995,             0.85183,           0.0082172,           0.0045244,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.01248,           0.0056561,                   0,             0.99988,                   1,               0.995,             0.84726,            0.008115,           0.0044978,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.012283,           0.0055594,                   0,             0.99985,                   1,               0.995,             0.84189,           0.0085806,           0.0045275,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.012591,           0.0054397,                   0,             0.99982,                   1,               0.995,             0.84476,           0.0080849,           0.0045457,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.013231,           0.0057704,                   0,             0.99988,                   1,               0.995,             0.85153,           0.0079837,           0.0043945,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.012096,           0.0055937,                   0,             0.99989,                   1,               0.995,             0.85404,           0.0079627,           0.0044552,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.012393,           0.0057966,                   0,             0.99989,                   1,               0.995,             0.85235,           0.0079997,           0.0044153,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.013417,           0.0055681,                   0,             0.99976,                   1,               0.995,             0.85125,           0.0079816,           0.0044305,                   0,            0.003532,            0.003532,            0.003532
                 198,             0.01331,           0.0056856,                   0,             0.99988,                   1,               0.995,             0.85492,           0.0078499,           0.0043841,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.011882,           0.0052026,                   0,             0.99989,                   1,               0.995,             0.85654,           0.0080258,           0.0044993,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.012377,           0.0056634,                   0,             0.99986,                   1,               0.995,             0.85844,           0.0079076,           0.0044352,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.013079,           0.0056951,                   0,             0.99975,                   1,               0.995,             0.85024,           0.0080706,           0.0045156,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.013046,           0.0056379,                   0,             0.99983,                   1,               0.995,             0.85494,           0.0078873,           0.0043747,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.011611,           0.0055099,                   0,             0.99989,                   1,               0.995,             0.85903,           0.0078856,           0.0044149,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.013393,            0.005688,                   0,             0.99989,                   1,               0.995,             0.86236,           0.0077788,           0.0043707,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.01215,           0.0055055,                   0,             0.99989,                   1,               0.995,             0.85954,           0.0078338,           0.0043843,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.012799,           0.0055271,                   0,             0.99987,                   1,               0.995,             0.86353,           0.0076851,           0.0043428,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.012879,            0.005699,                   0,             0.99983,                   1,               0.995,              0.8628,           0.0077519,           0.0043727,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.011818,           0.0057211,                   0,             0.99988,                   1,               0.995,             0.86044,           0.0076831,           0.0043843,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.012678,           0.0052865,                   0,             0.99988,                   1,               0.995,             0.85983,           0.0077054,           0.0043939,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.013231,            0.005876,                   0,             0.99988,                   1,               0.995,             0.85258,           0.0078114,            0.004407,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.011603,           0.0052307,                   0,             0.99987,                   1,               0.995,             0.85397,           0.0078092,            0.004406,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.012068,           0.0058012,                   0,             0.99989,                   1,               0.995,              0.8579,           0.0077604,           0.0043256,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.012277,           0.0054947,                   0,             0.99988,                   1,               0.995,              0.8575,           0.0078322,           0.0043486,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.012349,           0.0053715,                   0,             0.99984,                   1,               0.995,             0.85608,           0.0079156,           0.0043692,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.012182,           0.0055259,                   0,             0.99988,                   1,               0.995,             0.85732,           0.0076275,           0.0043226,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.012035,           0.0055112,                   0,             0.99989,                   1,               0.995,             0.85806,           0.0077623,           0.0043633,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.012554,            0.005553,                   0,             0.99989,                   1,               0.995,             0.85198,           0.0082048,           0.0045537,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.012415,           0.0057182,                   0,             0.99972,                   1,               0.995,             0.86104,           0.0077472,           0.0043309,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.012393,           0.0055194,                   0,             0.99967,                   1,               0.995,             0.85967,           0.0076364,           0.0043334,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.012385,            0.005669,                   0,             0.99988,                   1,               0.995,             0.86316,           0.0076679,            0.004298,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.012151,           0.0055171,                   0,             0.99988,                   1,               0.995,             0.85192,           0.0078874,           0.0043475,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.011922,           0.0057341,                   0,             0.99989,                   1,               0.995,             0.85589,            0.007853,           0.0044302,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.013206,           0.0058969,                   0,             0.99986,                   1,               0.995,             0.85816,           0.0078046,           0.0044005,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.011689,            0.005492,                   0,             0.99987,                   1,               0.995,             0.86389,            0.007443,           0.0042854,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.012172,           0.0053516,                   0,             0.99988,                   1,               0.995,             0.86741,           0.0074658,           0.0042834,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.011896,           0.0052176,                   0,             0.99988,                   1,               0.995,             0.86879,           0.0074061,           0.0042396,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.011509,           0.0057304,                   0,             0.99987,                   1,               0.995,             0.86395,           0.0076248,           0.0043032,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.012022,           0.0054256,                   0,             0.99987,                   1,               0.995,              0.8598,           0.0077205,           0.0043168,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.012049,           0.0053267,                   0,             0.99989,                   1,               0.995,             0.86546,           0.0074899,           0.0042955,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.011643,           0.0054509,                   0,             0.99989,                   1,               0.995,             0.86143,           0.0075357,           0.0043225,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.012283,           0.0054483,                   0,              0.9998,                   1,               0.995,              0.8587,           0.0078485,           0.0042974,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.012793,           0.0055442,                   0,              0.9998,                   1,               0.995,             0.86468,            0.007677,           0.0042541,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.011707,           0.0053457,                   0,             0.99982,                   1,               0.995,             0.87053,           0.0074392,           0.0042528,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.012521,           0.0056601,                   0,             0.99986,                   1,               0.995,             0.87072,           0.0074479,           0.0042539,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.011987,           0.0051336,                   0,             0.99988,                   1,               0.995,             0.86373,           0.0075416,           0.0042562,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.012505,           0.0054901,                   0,             0.99987,                   1,               0.995,             0.86976,           0.0075521,           0.0042605,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.011446,           0.0054077,                   0,             0.99989,                   1,               0.995,             0.86695,           0.0074858,           0.0042748,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.012112,           0.0052049,                   0,             0.99988,                   1,               0.995,             0.86736,           0.0073974,           0.0042864,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.011621,           0.0054167,                   0,             0.99987,                   1,               0.995,             0.86944,           0.0075698,           0.0042339,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.012314,           0.0054376,                   0,             0.99988,                   1,               0.995,             0.87005,           0.0075925,           0.0042444,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.011252,           0.0050874,                   0,             0.99986,                   1,               0.995,             0.86952,           0.0073664,           0.0042438,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.011788,           0.0054896,                   0,             0.99987,                   1,               0.995,             0.86812,           0.0076402,           0.0042603,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.011712,            0.005352,                   0,             0.99981,                   1,               0.995,             0.86354,           0.0076421,           0.0042853,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.011985,           0.0054571,                   0,             0.99969,                   1,               0.995,             0.87103,           0.0073606,            0.004271,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.011485,           0.0053484,                   0,             0.99989,                   1,               0.995,             0.87155,            0.007365,             0.00425,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.011601,           0.0052666,                   0,              0.9999,                   1,               0.995,             0.86696,           0.0074713,           0.0042602,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.011362,           0.0052834,                   0,             0.99988,                   1,               0.995,              0.8566,           0.0078321,            0.004366,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.012323,           0.0052709,                   0,             0.99988,                   1,               0.995,             0.86802,           0.0072237,           0.0041944,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.011493,           0.0050473,                   0,             0.99988,                   1,               0.995,             0.87227,           0.0073079,           0.0041888,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.010817,           0.0052919,                   0,             0.99987,                   1,               0.995,             0.87467,           0.0071544,           0.0041819,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.010958,           0.0050929,                   0,             0.99985,                   1,               0.995,             0.87678,           0.0071623,           0.0041214,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.011466,           0.0055504,                   0,             0.99986,                   1,               0.995,             0.87597,           0.0071098,           0.0041531,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.011037,           0.0054242,                   0,             0.99987,                   1,               0.995,             0.87622,           0.0072315,           0.0041689,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.011665,           0.0053366,                   0,             0.99985,                   1,               0.995,             0.87596,           0.0071404,           0.0041501,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.010922,           0.0051957,                   0,             0.99988,                   1,               0.995,             0.87701,            0.007137,           0.0041061,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.011976,            0.005121,                   0,             0.99989,                   1,               0.995,             0.87297,           0.0071895,           0.0041315,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.012122,           0.0053317,                   0,             0.99989,                   1,               0.995,             0.87056,            0.007378,           0.0042122,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.011388,           0.0054124,                   0,             0.99989,                   1,               0.995,             0.87729,           0.0071286,           0.0041407,                   0,            0.001519,            0.001519,            0.001519
                 259,             0.01126,           0.0051713,                   0,             0.99987,                   1,               0.995,             0.87654,           0.0070569,           0.0041438,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.011164,            0.005199,                   0,             0.99988,                   1,               0.995,             0.88004,            0.006986,            0.004122,                   0,            0.001453,            0.001453,            0.001453
                 261,             0.01142,           0.0049699,                   0,             0.99989,                   1,               0.995,             0.88153,           0.0069601,           0.0041059,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.011191,             0.00522,                   0,             0.99988,                   1,               0.995,             0.88176,           0.0070037,           0.0041126,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.011344,           0.0054493,                   0,             0.99988,                   1,               0.995,             0.88257,           0.0071949,           0.0041302,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.011216,            0.005232,                   0,             0.99988,                   1,               0.995,             0.88073,           0.0070146,           0.0041388,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.011443,           0.0053892,                   0,             0.99988,                   1,               0.995,             0.87832,           0.0070092,           0.0041165,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.010577,           0.0051993,                   0,             0.99989,                   1,               0.995,             0.87986,           0.0069995,           0.0040825,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.010569,           0.0051557,                   0,             0.99988,                   1,               0.995,             0.88178,           0.0069384,           0.0040768,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0099433,           0.0049143,                   0,             0.99989,                   1,               0.995,             0.88025,           0.0070993,           0.0040739,                   0,            0.001189,            0.001189,            0.001189
                 269,             0.01078,           0.0050072,                   0,              0.9999,                   1,               0.995,             0.88267,           0.0070733,           0.0040737,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.010999,           0.0051717,                   0,             0.99989,                   1,               0.995,             0.88006,            0.007147,            0.004061,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.011794,           0.0052167,                   0,             0.99988,                   1,               0.995,             0.88411,            0.006914,           0.0040499,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.011572,            0.005205,                   0,             0.99989,                   1,               0.995,             0.87438,           0.0073635,           0.0041486,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.010714,           0.0050525,                   0,             0.99987,                   1,               0.995,             0.87175,           0.0074187,           0.0041766,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.011396,           0.0054407,                   0,             0.99985,                   1,               0.995,             0.87992,           0.0069802,           0.0041033,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.011622,           0.0052632,                   0,             0.99987,                   1,               0.995,             0.87847,           0.0070062,           0.0040766,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.010989,           0.0051897,                   0,             0.99988,                   1,               0.995,             0.88489,           0.0067596,           0.0040265,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.011609,           0.0052099,                   0,              0.9999,                   1,               0.995,             0.88364,            0.006803,           0.0040377,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.010519,            0.005024,                   0,             0.99989,                   1,               0.995,             0.88312,           0.0069241,           0.0040528,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.011231,           0.0052957,                   0,             0.99989,                   1,               0.995,             0.88541,           0.0068836,           0.0040479,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.010651,           0.0051275,                   0,             0.99989,                   1,               0.995,             0.88172,           0.0069289,           0.0040458,                   0,            0.000793,            0.000793,            0.000793
                 281,             0.01045,           0.0050649,                   0,             0.99986,                   1,               0.995,             0.88105,           0.0070814,           0.0040283,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.010625,           0.0051954,                   0,             0.99987,                   1,               0.995,             0.87957,            0.007013,           0.0040441,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.010726,           0.0048946,                   0,             0.99986,                   1,               0.995,             0.88819,           0.0067989,            0.003991,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.010887,            0.005071,                   0,             0.99988,                   1,               0.995,             0.88576,           0.0068148,           0.0040127,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.010712,           0.0052755,                   0,             0.99988,                   1,               0.995,             0.88548,           0.0068349,           0.0039994,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.010879,           0.0052933,                   0,             0.99988,                   1,               0.995,             0.88207,           0.0068746,           0.0040418,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.010839,           0.0048468,                   0,             0.99986,                   1,               0.995,             0.88454,           0.0068959,           0.0040305,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.010689,           0.0049277,                   0,             0.99988,                   1,               0.995,             0.88512,           0.0069087,           0.0039919,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.010152,           0.0050799,                   0,             0.99986,                   1,               0.995,             0.88738,           0.0067812,            0.003971,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.010626,           0.0051103,                   0,             0.99988,                   1,               0.995,             0.88548,           0.0067023,            0.003964,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.010468,            0.004922,                   0,             0.99988,                   1,               0.995,             0.88609,           0.0066897,           0.0039678,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.010553,           0.0050204,                   0,             0.99989,                   1,               0.995,             0.88231,           0.0068455,           0.0040079,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.010701,           0.0052132,                   0,             0.99988,                   1,               0.995,             0.88537,           0.0068146,           0.0039532,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.010522,           0.0051026,                   0,             0.99988,                   1,               0.995,             0.88531,           0.0068672,           0.0039457,                   0,            0.000331,            0.000331,            0.000331
                 295,             0.01119,           0.0049881,                   0,             0.99988,                   1,               0.995,             0.88623,           0.0067284,           0.0039544,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.010721,              0.0048,                   0,             0.99988,                   1,               0.995,             0.88578,           0.0068399,           0.0039761,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.011022,           0.0052148,                   0,             0.99987,                   1,               0.995,             0.88705,           0.0068802,           0.0039437,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.010017,           0.0049192,                   0,             0.99988,                   1,               0.995,             0.88827,           0.0067198,           0.0039448,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.010429,           0.0049067,                   0,             0.99989,                   1,               0.995,             0.88436,           0.0067831,           0.0039591,                   0,            0.000166,            0.000166,            0.000166
